"CNT","SCHOOLID","SHORTMATH","SHORTSCI","STDTEST","SCHLSIZE","PCGIRLS","SCHLTYPE","STRATIO","STIDSTD","GRADE","SEX","MATHINT","MATHUTIL","MATHCONF","MATHANX","COGLEARN","METACOG"
"RUS",55,3,3,3,1218,0.485,3,15.418,1438,9,2,2.75,2,2.375,2.5,2.4,2.4
"RUS",55,3,3,3,1218,0.485,3,15.418,1439,10,2,3,2,2.125,2.5,2.4,2.6
"RUS",55,3,3,3,1218,0.485,3,15.418,1440,10,1,2.5,2.5,2,3,2.6,2.2
"RUS",55,3,3,3,1218,0.485,3,15.418,1441,10,2,2.5,3,1.5,3.33333333333333,2.4,2.6
"RUS",55,3,3,3,1218,0.485,3,15.418,1442,10,1,2.25,1.5,1.75,3,2.2,2.2
"RUS",55,3,3,3,1218,0.485,3,15.418,1443,10,1,2.75,1.25,1.875,2.16666666666667,2.4,2
"RUS",55,3,3,3,1218,0.485,3,15.418,1445,10,1,3.25,3,2.25,2,2.8,2.2
"RUS",55,3,3,3,1218,0.485,3,15.418,1446,9,1,3,2.75,2.75,3.16666666666667,3,2.6
"RUS",55,3,3,3,1218,0.485,3,15.418,1447,9,2,3.25,2.75,2.25,2.5,2.4,2.4
"RUS",55,3,3,3,1218,0.485,3,15.418,1448,10,2,2.25,2,1.625,2.66666666666667,2.6,1.8
"RUS",55,3,3,3,1218,0.485,3,15.418,1449,9,2,3,3,2.75,2.16666666666667,2.8,2.6
"RUS",55,3,3,3,1218,0.485,3,15.418,1450,9,2,2.75,2,2,2.83333333333333,2.2,2.2
"RUS",55,3,3,3,1218,0.485,3,15.418,1451,10,1,2.75,2,1.75,2.83333333333333,3,2
"RUS",55,3,3,3,1218,0.485,3,15.418,1452,9,2,3,2,2.875,2,3.2,2.8
"RUS",55,3,3,3,1218,0.485,3,15.418,1453,10,1,3,2.25,2.75,2.16666666666667,2.8,2.2
"RUS",55,3,3,3,1218,0.485,3,15.418,1455,10,1,2.25,2.75,2.375,2.66666666666667,3,2.4
"RUS",55,3,3,3,1218,0.485,3,15.418,1456,9,2,3,3,1,3.66666666666667,2.8,2.4
"RUS",55,3,3,3,1218,0.485,3,15.418,1457,10,1,2,3.25,1.375,3.5,4,2.4
"RUS",55,3,3,3,1218,0.485,3,15.418,1458,10,2,3,2,1.875,2.83333333333333,2.6,2.4
"RUS",55,3,3,3,1218,0.485,3,15.418,1459,10,2,2.5,1.5,1.875,2.16666666666667,2.6,2.2
"RUS",55,3,3,3,1218,0.485,3,15.418,1460,10,2,2.75,1.25,2,2.33333333333333,2,2.2
"RUS",55,3,3,3,1218,0.485,3,15.418,1461,10,2,2.75,3,1.875,3,2.4,2.2
"RUS",55,3,3,3,1218,0.485,3,15.418,1462,9,2,3,1.5,1.875,2.66666666666667,2.8,2.2
"RUS",55,3,3,3,1218,0.485,3,15.418,1463,10,2,3,2,1.875,2.83333333333333,2.2,2.4
"RUS",55,3,3,3,1218,0.485,3,15.418,1464,10,2,3,2,2.375,2.5,3,2.4
"RUS",55,3,3,3,1218,0.485,3,15.418,1465,9,2,2.75,2.25,2.5,2.5,2.4,2.2
"RUS",55,3,3,3,1218,0.485,3,15.418,1466,9,2,2.75,2.25,1.625,2.66666666666667,2.6,2.4
"RUS",55,3,3,3,1218,0.485,3,15.418,1467,10,2,2.75,2.25,2,2.66666666666667,2.4,1.75
"RUS",55,3,3,3,1218,0.485,3,15.418,1468,10,1,2.25,1.75,1.75,2.33333333333333,2,1.8
"RUS",55,3,3,3,1218,0.485,3,15.418,1469,10,1,2.66666666666667,1,2.25,2,2,2.2
"RUS",56,1,1,2,1264,0.51,3,16,1470,10,1,3.25,2.5,2.25,2.66666666666667,2.8,2.6
"RUS",56,1,1,2,1264,0.51,3,16,1471,9,1,2.75,2.75,3.5,2,2,1.2
"RUS",56,1,1,2,1264,0.51,3,16,1472,9,1,4,2.5,2.5,1.83333333333333,3.2,2.8
"RUS",56,1,1,2,1264,0.51,3,16,1473,10,1,2.25,2.75,2.25,2.33333333333333,3,1.8
"RUS",56,1,1,2,1264,0.51,3,16,1474,9,1,2.25,1,1.5,2.83333333333333,2.2,2.4
"RUS",56,1,1,2,1264,0.51,3,16,1475,10,1,3.75,3.25,2.75,2.16666666666667,2.4,1.4
"RUS",56,1,1,2,1264,0.51,3,16,1476,10,1,2,1,1.375,3,1.8,1.4
"RUS",56,1,1,2,1264,0.51,3,16,1477,10,2,2.75,2,2.125,2.5,2.2,2
"RUS",56,1,1,2,1264,0.51,3,16,1478,9,1,3.5,2.25,2.5,2.16666666666667,2.2,2
"RUS",56,1,1,2,1264,0.51,3,16,1479,9,1,2.5,1.75,1.75,3.16666666666667,2.6,2
"RUS",56,1,1,2,1264,0.51,3,16,1480,9,2,2.25,1.5,2,2.5,2.6,2
"RUS",56,1,1,2,1264,0.51,3,16,1481,10,1,2.5,2,1.5,2,2.2,1.8
"RUS",56,1,1,2,1264,0.51,3,16,1482,10,2,1.25,1,1.5,3.5,2,2.2
"RUS",56,1,1,2,1264,0.51,3,16,1483,10,2,2.75,2,1.875,2.66666666666667,2.6,2.4
"RUS",56,1,1,2,1264,0.51,3,16,1484,10,2,2.75,2,1.875,2.83333333333333,2.4,2.2
"RUS",56,1,1,2,1264,0.51,3,16,1485,10,1,2.5,2,2.5,2.66666666666667,2.6,2.6
"RUS",56,1,1,2,1264,0.51,3,16,1486,9,1,2.75,3,2.25,2.5,2.6,2.2
"RUS",56,1,1,2,1264,0.51,3,16,1487,9,2,1,1.75,1.25,1.66666666666667,1,1
"RUS",56,1,1,2,1264,0.51,3,16,1488,10,2,2,1.5,1.125,3.16666666666667,2,1.6
"RUS",56,1,1,2,1264,0.51,3,16,1489,10,1,1.5,1.75,1.875,2.33333333333333,1.8,1.4
"RUS",56,1,1,2,1264,0.51,3,16,1490,10,1,2.75,3,2.5,1.66666666666667,2.8,2.4
"RUS",56,1,1,2,1264,0.51,3,16,1491,10,1,3,2,1.25,3.5,2.4,1.4
"RUS",56,1,1,2,1264,0.51,3,16,1492,10,2,3.5,1.5,2.625,1.5,2.4,2.4
"RUS",56,1,1,2,1264,0.51,3,16,1493,9,2,2.5,2,2.125,3.16666666666667,2,2.2
"RUS",56,1,1,2,1264,0.51,3,16,1494,10,1,2.25,2,1.5,3,2.4,2.4
"RUS",56,1,1,2,1264,0.51,3,16,1495,9,2,3,2.25,2.875,2,2.8,2.4
"RUS",56,1,1,2,1264,0.51,3,16,1496,10,2,2.25,1,2.125,2.83333333333333,1.6,1.6
"RUS",56,1,1,2,1264,0.51,3,16,1497,9,2,2.33333333333333,2.33333333333333,1,3.66666666666667,2.75,2.6
"RUS",56,1,1,2,1264,0.51,3,16,1498,10,2,3,2,1.625,2.83333333333333,2.4,2.2
"RUS",56,1,1,2,1264,0.51,3,16,1499,9,2,2.25,2,1.75,3.16666666666667,2.6,2.2
"RUS",56,1,1,2,1264,0.51,3,16,1500,10,1,3,2.5,2.375,2.33333333333333,3,2.4
"RUS",56,1,1,2,1264,0.51,3,16,1501,10,1,2.5,1.75,2,2.5,2.6,2.8
"RUS",56,1,1,2,1264,0.51,3,16,1502,10,1,3,2.25,1.75,3,3,2.2
"RUS",56,1,1,2,1264,0.51,3,16,1503,10,2,3.5,2,1,2.5,2.4,2.6
"RUS",56,1,1,2,1264,0.51,3,16,1504,10,1,3,2,1.5,2.16666666666667,2.6,2.2
"RUS",58,1,1,2,1175,0.323,3,17.669,1537,10,1,2.25,1.75,2.375,2.66666666666667,2.8,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1538,10,1,2.75,2,1.75,2,3.2,2.2
"RUS",58,1,1,2,1175,0.323,3,17.669,1539,10,1,2.75,2.75,2.625,2.66666666666667,2.4,2.2
"RUS",58,1,1,2,1175,0.323,3,17.669,1540,10,2,2.25,1.75,1.875,2.5,2.4,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1541,10,2,3,2,1.875,2.66666666666667,2.6,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1542,10,1,3,2,2.125,2.33333333333333,2.4,1.6
"RUS",58,1,1,2,1175,0.323,3,17.669,1543,10,2,2.25,2,2,2.16666666666667,2.2,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1544,10,2,2.75,1.25,1.375,3,1.8,2.2
"RUS",58,1,1,2,1175,0.323,3,17.669,1545,10,2,2.75,1.75,2.25,1.16666666666667,2.8,2.4
"RUS",58,1,1,2,1175,0.323,3,17.669,1546,10,2,2.5,2.25,1.625,2.66666666666667,1.8,1.8
"RUS",58,1,1,2,1175,0.323,3,17.669,1547,10,1,2.5,2.25,2.25,3.33333333333333,2.6,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1548,10,2,2.25,2.25,2,3,2.8,2.2
"RUS",58,1,1,2,1175,0.323,3,17.669,1549,10,2,2.33333333333333,1.75,2.25,3,2.8,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1550,10,2,2.25,1,1.75,2.83333333333333,2,1.8
"RUS",58,1,1,2,1175,0.323,3,17.669,1551,10,2,2.75,1.75,1.5,3.16666666666667,2.2,1.6
"RUS",58,1,1,2,1175,0.323,3,17.669,1552,10,2,1.75,1.75,1.75,2.83333333333333,2.2,1.6
"RUS",58,1,1,2,1175,0.323,3,17.669,1553,10,1,2.5,2,2.25,2.4,2.2,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1554,10,2,3.25,2.75,1.5,2.66666666666667,3,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1555,10,2,2.25,2,2.375,2.66666666666667,2.2,2.4
"RUS",58,1,1,2,1175,0.323,3,17.669,1556,10,1,2.66666666666667,2.33333333333333,2,3,2.6,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1557,10,2,3.25,2,1.75,3,2.4,2.2
"RUS",58,1,1,2,1175,0.323,3,17.669,1558,11,2,2.25,1.75,1.875,4,1.8,2.8
"RUS",58,1,1,2,1175,0.323,3,17.669,1559,10,2,2.25,3,2,3.33333333333333,2,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1560,10,2,3,1.25,1.5,2.83333333333333,1.4,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1561,10,1,2.75,2,2.25,3,2.6,2.2
"RUS",58,1,1,2,1175,0.323,3,17.669,1562,10,2,2,1.75,1.625,2.83333333333333,2,2.2
"RUS",58,1,1,2,1175,0.323,3,17.669,1563,10,1,2,2,2,2.83333333333333,3,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1564,10,2,3.5,3,2.375,2,3,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1565,10,2,2.25,1.25,2,4,2.4,2
"RUS",58,1,1,2,1175,0.323,3,17.669,1566,10,1,2.75,2.75,2.375,2.83333333333333,2.6,1.8
"RUS",58,1,1,2,1175,0.323,3,17.669,1567,10,2,2,1.25,1.375,2.66666666666667,2.5,1.6
"RUS",59,1,1,2,759,0.515,3,15.18,1568,10,2,2.25,2.33333333333333,2.375,2.5,2.2,2
"RUS",59,1,1,2,759,0.515,3,15.18,1569,10,1,1.5,1.5,1.5,2.83333333333333,2.2,2
"RUS",59,1,1,2,759,0.515,3,15.18,1570,10,2,2.25,2,2.375,2.5,2.8,2.4
"RUS",59,1,1,2,759,0.515,3,15.18,1571,9,2,2.75,3,2,2.83333333333333,2.4,2.2
"RUS",59,1,1,2,759,0.515,3,15.18,1572,10,1,2.75,2,2.375,2.83333333333333,2.2,2
"RUS",59,1,1,2,759,0.515,3,15.18,1573,10,2,3,2,1.375,3.33333333333333,3,1.6
"RUS",59,1,1,2,759,0.515,3,15.18,1574,9,1,2.25,2,2,2.66666666666667,2.2,2
"RUS",59,1,1,2,759,0.515,3,15.18,1575,10,2,2,2,2,2.66666666666667,2,2
"RUS",59,1,1,2,759,0.515,3,15.18,1576,10,2,2,2,2,2.16666666666667,2.8,2.2
"RUS",59,1,1,2,759,0.515,3,15.18,1577,9,1,2.25,1,2.5,2.66666666666667,2.8,2
"RUS",59,1,1,2,759,0.515,3,15.18,1578,9,2,2.5,2.25,2.25,2.5,2.2,2.2
"RUS",59,1,1,2,759,0.515,3,15.18,1579,10,1,3,2,1.125,3.16666666666667,1.8,2.4
"RUS",59,1,1,2,759,0.515,3,15.18,1580,9,1,2.5,2.5,2.375,2.83333333333333,2.4,2
"RUS",59,1,1,2,759,0.515,3,15.18,1581,10,1,2,2.25,2,2.66666666666667,2.6,2
"RUS",59,1,1,2,759,0.515,3,15.18,1582,10,1,2.5,1.25,1.875,2.16666666666667,2.2,1.8
"RUS",59,1,1,2,759,0.515,3,15.18,1583,10,1,2.75,2,2.75,2.66666666666667,3,2.4
"RUS",59,1,1,2,759,0.515,3,15.18,1584,9,1,1.25,1,1.25,2.83333333333333,2,1.2
"RUS",59,1,1,2,759,0.515,3,15.18,1585,10,2,4,2.25,2,1.66666666666667,3,2.6
"RUS",59,1,1,2,759,0.515,3,15.18,1586,9,2,2,1.25,1.625,2.2,2.2,2
"RUS",59,1,1,2,759,0.515,3,15.18,1587,9,2,2,2,1.5,2.83333333333333,2.2,2
"RUS",59,1,1,2,759,0.515,3,15.18,1588,10,2,2,1.5,1.375,2.5,1.8,2.2
"RUS",59,1,1,2,759,0.515,3,15.18,1589,10,1,3,1.25,1.75,1.66666666666667,3.4,2.2
"RUS",59,1,1,2,759,0.515,3,15.18,1590,10,1,2.5,2,2.375,3.16666666666667,2.2,2.2
"RUS",59,1,1,2,759,0.515,3,15.18,1591,10,1,1,1,1.625,3.5,2.6,2
"RUS",59,1,1,2,759,0.515,3,15.18,1592,9,2,2.25,1.5,1.5,3.16666666666667,2.4,1.4
"RUS",59,1,1,2,759,0.515,3,15.18,1593,10,2,2.75,1.75,2.375,2.83333333333333,3,2.2
"RUS",59,1,1,2,759,0.515,3,15.18,1594,11,1,1.5,1,1.875,3.66666666666667,2.2,1
"RUS",59,1,1,2,759,0.515,3,15.18,1595,10,1,3,2.33333333333333,2,2.16666666666667,2.5,2.25
"RUS",59,1,1,2,759,0.515,3,15.18,1596,9,1,2.5,1.5,2.25,2.5,2.4,2.2
"RUS",59,1,1,2,759,0.515,3,15.18,1597,10,1,2.25,1.25,2.25,2.83333333333333,2.2,2
"RUS",59,1,1,2,759,0.515,3,15.18,1598,10,1,2.75,1.75,2.125,2.66666666666667,2.6,2.2
"RUS",59,1,1,2,759,0.515,3,15.18,1599,9,1,2.75,2,2.125,2.83333333333333,2.6,2
"RUS",59,1,1,2,759,0.515,3,15.18,1600,9,1,2.75,2.75,2.375,2.33333333333333,2.8,2
"RUS",59,1,1,2,759,0.515,3,15.18,1601,9,1,2.5,2,2,2.16666666666667,2.6,2
"RUS",59,1,1,2,759,0.515,3,15.18,1602,10,2,2,2,1.875,3,2,2
"RUS",60,1,1,1,269,0.327,3,6.561,1603,8,1,2.75,2,3,2.16666666666667,2.6,2
"RUS",60,1,1,1,269,0.327,3,6.561,1604,8,2,2.75,3,2.5,2.66666666666667,2.6,2.2
"RUS",60,1,1,1,269,0.327,3,6.561,1605,9,1,3,3,2.5,2,2.8,2.4
"RUS",60,1,1,1,269,0.327,3,6.561,1606,10,2,2.5,2.25,2.375,2.5,3,2.2
"RUS",60,1,1,1,269,0.327,3,6.561,1607,9,2,3,3,2.5,2.83333333333333,2.8,2.4
"RUS",60,1,1,1,269,0.327,3,6.561,1608,10,1,2.75,2.75,2.125,2.33333333333333,2,2
"RUS",60,1,1,1,269,0.327,3,6.561,1609,9,2,2,2,1.57142857142857,2,2,1.8
"RUS",60,1,1,1,269,0.327,3,6.561,1610,10,2,2.25,2,2,2.83333333333333,2,2.2
"RUS",61,1,1,3,509,0.301,3,22.13,1611,10,2,2.75,2.25,2,2,2.6,2.2
"RUS",61,1,1,3,509,0.301,3,22.13,1612,10,1,3,2,2.5,2.16666666666667,2,2
"RUS",61,1,1,3,509,0.301,3,22.13,1613,10,2,1.75,2.25,2.625,2.16666666666667,3,3
"RUS",61,1,1,3,509,0.301,3,22.13,1614,10,2,2,2.5,1.75,3,2.6,2
"RUS",61,1,1,3,509,0.301,3,22.13,1615,10,2,2.25,1.5,2.125,3.16666666666667,2,1.8
"RUS",61,1,1,3,509,0.301,3,22.13,1616,10,2,2.75,2.25,2.5,2.66666666666667,2.2,2.4
"RUS",61,1,1,3,509,0.301,3,22.13,1617,10,1,2.25,3,2.875,2.33333333333333,2.6,2.4
"RUS",61,1,1,3,509,0.301,3,22.13,1618,10,1,3,3,2,2.5,2.6,1.6
"RUS",61,1,1,3,509,0.301,3,22.13,1619,10,2,3,2.5,2.125,2.33333333333333,2.6,1.8
"RUS",61,1,1,3,509,0.301,3,22.13,1620,10,2,1,1,2,2.8,1.4,1.2
"RUS",61,1,1,3,509,0.301,3,22.13,1621,10,1,2.5,2,2.5,1.33333333333333,2,2
"RUS",61,1,1,3,509,0.301,3,22.13,1622,10,1,3,2.5,2.625,2.5,2.2,2.2
"RUS",61,1,1,3,509,0.301,3,22.13,1624,10,2,2.75,2,1.625,3.16666666666667,2.6,2
"RUS",61,1,1,3,509,0.301,3,22.13,1625,10,1,2.75,2,2.5,2.16666666666667,2.4,2.2
"RUS",61,1,1,3,509,0.301,3,22.13,1626,10,2,2.25,2.5,2.125,2.83333333333333,3,2.4
"RUS",61,1,1,3,509,0.301,3,22.13,1627,10,2,2.75,3,1.25,3,2.6,2.8
"RUS",61,1,1,3,509,0.301,3,22.13,1628,10,2,3.25,2.75,1.25,2,3.2,2
"RUS",61,1,1,3,509,0.301,3,22.13,1629,10,1,2.75,1.75,2.25,2.66666666666667,2.2,2
"RUS",61,1,1,3,509,0.301,3,22.13,1630,10,2,2.75,2.75,2.75,3,2.8,2.8
"RUS",61,1,1,3,509,0.301,3,22.13,1631,10,1,2.5,2.75,2.5,2.33333333333333,3,2.2
"RUS",61,1,1,3,509,0.301,3,22.13,1632,10,2,2.5,2.5,2,2.83333333333333,2.2,2
"RUS",61,1,1,3,509,0.301,3,22.13,1633,10,1,3,2.25,2.5,2.16666666666667,2.8,2.6
"RUS",61,1,1,3,509,0.301,3,22.13,1634,10,2,2.75,2.75,2.25,2.5,2.4,2.6
"RUS",61,1,1,3,509,0.301,3,22.13,1635,10,2,2,1.5,1.5,2.33333333333333,2,1.8
"RUS",61,1,1,3,509,0.301,3,22.13,1636,10,2,2.5,2.5,2.625,2.83333333333333,2.6,2
"RUS",61,1,1,3,509,0.301,3,22.13,1637,10,2,2.25,3.25,1.375,3.5,2.8,2.8
"RUS",61,1,1,3,509,0.301,3,22.13,1639,10,1,2.25,2.75,2.125,2.66666666666667,2.6,2
"RUS",61,1,1,3,509,0.301,3,22.13,1640,10,2,3.25,3.25,2.25,1.33333333333333,3.4,2
"RUS",61,1,1,3,509,0.301,3,22.13,1641,10,2,3,2.25,1.125,2.83333333333333,1.8,2
"RUS",61,1,1,3,509,0.301,3,22.13,1642,10,1,3,3,2.25,1.5,2.33333333333333,2
"RUS",62,3,3,2,983,0.518,3,17.873,1644,10,1,2.5,1.5,2.125,3,2.6,1.8
"RUS",62,3,3,2,983,0.518,3,17.873,1645,10,2,2.75,2,1.75,2.33333333333333,2.6,2
"RUS",62,3,3,2,983,0.518,3,17.873,1646,10,2,3.75,2.5,2.5,2,2.4,2.2
"RUS",62,3,3,2,983,0.518,3,17.873,1647,9,1,2.75,2.5,1.75,3,2.8,2.2
"RUS",62,3,3,2,983,0.518,3,17.873,1648,9,2,2.25,1.66666666666667,2,1.5,2,2
"RUS",62,3,3,2,983,0.518,3,17.873,1649,10,1,2.75,1.5,2,2.5,2.6,1.8
"RUS",62,3,3,2,983,0.518,3,17.873,1650,10,1,3,2,2.375,2,2.2,2.6
"RUS",62,3,3,2,983,0.518,3,17.873,1651,10,1,2.25,3,1.625,3,2.6,2
"RUS",62,3,3,2,983,0.518,3,17.873,1652,10,1,2.75,1.25,1.25,3.33333333333333,2.6,1.6
"RUS",62,3,3,2,983,0.518,3,17.873,1653,10,2,3.25,2,1.5,2.66666666666667,2.2,2.4
"RUS",62,3,3,2,983,0.518,3,17.873,1654,10,2,2.75,2,2.5,2.66666666666667,2.6,2.2
"RUS",62,3,3,2,983,0.518,3,17.873,1655,10,2,3,1,1.5,2.33333333333333,1.8,2.2
"RUS",62,3,3,2,983,0.518,3,17.873,1656,9,2,3.25,3.75,2.375,2.5,3.4,1.6
"RUS",62,3,3,2,983,0.518,3,17.873,1657,10,1,2.25,1.25,1.625,3.5,2.6,2.2
"RUS",62,3,3,2,983,0.518,3,17.873,1659,9,1,2.5,2.25,2.375,2,2.8,2.4
"RUS",62,3,3,2,983,0.518,3,17.873,1661,10,1,2.75,1,2.125,2.33333333333333,2,2.4
"RUS",62,3,3,2,983,0.518,3,17.873,1662,9,1,3.5,2.5,2.25,1.5,3.2,1.6
"RUS",62,3,3,2,983,0.518,3,17.873,1663,10,2,2.25,2.25,2,3,2.2,2.4
"RUS",62,3,3,2,983,0.518,3,17.873,1664,10,1,2.25,1,1.625,3.16666666666667,2.6,1
"RUS",62,3,3,2,983,0.518,3,17.873,1665,10,1,3,2,1,3.8,2.6,2.6
"RUS",62,3,3,2,983,0.518,3,17.873,1666,9,1,3,2.25,1.5,1.83333333333333,2.66666666666667,2
"RUS",62,3,3,2,983,0.518,3,17.873,1667,11,1,3.75,2,2.25,2.83333333333333,2.4,2
"RUS",62,3,3,2,983,0.518,3,17.873,1668,10,1,2.75,3,2,2.33333333333333,2.8,2
"RUS",62,3,3,2,983,0.518,3,17.873,1669,10,1,3.75,2.5,3.5,1.16666666666667,3.2,3.4
"RUS",62,3,3,2,983,0.518,3,17.873,1670,10,2,2,1.5,1,4,2,2
"RUS",62,3,3,2,983,0.518,3,17.873,1671,9,1,2.75,2,2.5,2.83333333333333,2.4,2.2
"RUS",62,3,3,2,983,0.518,3,17.873,1672,10,2,2,2,2,2.83333333333333,2.2,2.2
"RUS",62,3,3,2,983,0.518,3,17.873,1673,10,1,2.25,1.75,1.875,2.33333333333333,2,1.6
"RUS",62,3,3,2,983,0.518,3,17.873,1674,9,1,2.75,2.75,2.875,2.5,2.8,2.4
"RUS",62,3,3,2,983,0.518,3,17.873,1675,10,2,1.5,1,1,3.83333333333333,1.2,2
"RUS",63,4,4,2,1995,0.402,3,21,1676,10,2,2.75,2,1.125,2.83333333333333,2.4,2
"RUS",63,4,4,2,1995,0.402,3,21,1677,10,2,2,1.75,1,2.66666666666667,1.6,1.6
"RUS",63,4,4,2,1995,0.402,3,21,1678,10,1,2.75,1.75,2.25,1.83333333333333,2.6,1.8
"RUS",63,4,4,2,1995,0.402,3,21,1679,10,2,1.5,1.25,1.5,2.66666666666667,2,1.8
"RUS",63,4,4,2,1995,0.402,3,21,1680,10,1,3,2,1.625,2.16666666666667,2,2
"RUS",63,4,4,2,1995,0.402,3,21,1681,10,1,2.25,2,2.125,2.66666666666667,3,2
"RUS",63,4,4,2,1995,0.402,3,21,1682,10,2,2.25,2,2.625,2.33333333333333,1.6,1.8
"RUS",63,4,4,2,1995,0.402,3,21,1683,10,2,2.75,2,2,2.5,3,2.6
"RUS",63,4,4,2,1995,0.402,3,21,1684,10,2,2,1.5,1.875,2.33333333333333,2.2,2
"RUS",63,4,4,2,1995,0.402,3,21,1685,10,1,2.75,1.25,1.75,2.66666666666667,2.8,2.2
"RUS",63,4,4,2,1995,0.402,3,21,1686,10,1,2.5,2.25,2.625,2.66666666666667,3,2
"RUS",63,4,4,2,1995,0.402,3,21,1687,10,2,2,3,1,3.5,1.2,1.6
"RUS",63,4,4,2,1995,0.402,3,21,1688,10,2,1.75,1.5,1.25,3.33333333333333,2,1.4
"RUS",63,4,4,2,1995,0.402,3,21,1689,10,2,1.75,3,1.125,3.83333333333333,1.8,1.8
"RUS",63,4,4,2,1995,0.402,3,21,1690,10,2,2.75,1.75,1.125,3.16666666666667,3.4,2.6
"RUS",63,4,4,2,1995,0.402,3,21,1691,10,2,2,2.5,2.375,2.16666666666667,2.8,2.6
"RUS",63,4,4,2,1995,0.402,3,21,1692,10,2,1.5,1.25,2.25,2.5,2.2,2
"RUS",63,4,4,2,1995,0.402,3,21,1693,10,2,3.25,2,2,2.66666666666667,2,2.4
"RUS",63,4,4,2,1995,0.402,3,21,1694,10,2,2,1,2,2.83333333333333,2,1.2
"RUS",63,4,4,2,1995,0.402,3,21,1695,10,2,2,2,2.125,2.66666666666667,2.6,2.2
"RUS",63,4,4,2,1995,0.402,3,21,1696,10,2,2.5,1.75,2.25,2.16666666666667,2.2,1.8
"RUS",63,4,4,2,1995,0.402,3,21,1697,10,2,1.25,1.5,1.375,3,2.2,1.4
"RUS",63,4,4,2,1995,0.402,3,21,1698,10,1,2.5,2,2.25,2.33333333333333,2.6,2
"RUS",63,4,4,2,1995,0.402,3,21,1699,10,2,2,1.75,1,3.5,1.2,1.4
"RUS",63,4,4,2,1995,0.402,3,21,1700,10,2,2.5,2,1.75,2.66666666666667,2,1.8
"RUS",63,4,4,2,1995,0.402,3,21,1701,10,1,3.25,2,1.875,2.33333333333333,2.2,1.6
"RUS",63,4,4,2,1995,0.402,3,21,1702,10,2,3.25,2,1.625,2.66666666666667,3,2
"RUS",63,4,4,2,1995,0.402,3,21,1703,10,2,3,3,2,2.5,2.6,2.2
"RUS",63,4,4,2,1995,0.402,3,21,1704,10,2,3.25,1,2.125,2.83333333333333,2.6,2.2
"RUS",63,4,4,2,1995,0.402,3,21,1705,10,2,2,1.33333333333333,1.625,3,2.4,2.2
"RUS",63,4,4,2,1995,0.402,3,21,1706,10,2,2.75,1,1.125,2.33333333333333,2,2
"RUS",63,4,4,2,1995,0.402,3,21,1707,10,2,2.75,1,1.75,2.66666666666667,2.4,1.4
"RUS",64,2,1,3,848,0.57,3,16.308,1708,9,2,2.75,2.25,2.75,2.5,2.4,2.4
"RUS",64,2,1,3,848,0.57,3,16.308,1709,10,2,3.25,2.75,2,2.16666666666667,3,2.2
"RUS",64,2,1,3,848,0.57,3,16.308,1710,9,1,3,2,2.5,2.5,2.6,2.4
"RUS",64,2,1,3,848,0.57,3,16.308,1711,10,1,2.5,1,2.16666666666667,2.33333333333333,2,2
"RUS",64,2,1,3,848,0.57,3,16.308,1712,10,1,3,2,2.375,2.33333333333333,2.8,2.4
"RUS",64,2,1,3,848,0.57,3,16.308,1713,9,1,3,2.5,3,2,2.8,2
"RUS",64,2,1,3,848,0.57,3,16.308,1714,9,2,2.75,2.5,2.375,2,2.6,2.2
"RUS",64,2,1,3,848,0.57,3,16.308,1715,10,2,2.5,2,1.375,2.83333333333333,2,1.8
"RUS",64,2,1,3,848,0.57,3,16.308,1716,10,2,2.5,2.75,1.625,2.66666666666667,2,2.6
"RUS",64,2,1,3,848,0.57,3,16.308,1717,10,1,3,2,2.125,2.83333333333333,3.2,1.25
"RUS",64,2,1,3,848,0.57,3,16.308,1718,10,2,3.25,3,1.625,3,3.2,1.8
"RUS",64,2,1,3,848,0.57,3,16.308,1719,11,1,2.25,2,1.375,3.16666666666667,2,1.6
"RUS",64,2,1,3,848,0.57,3,16.308,1720,10,1,3,2.5,2.375,2.66666666666667,3,2.4
"RUS",64,2,1,3,848,0.57,3,16.308,1721,10,1,3,2.25,2.25,2.83333333333333,2.6,2.6
"RUS",64,2,1,3,848,0.57,3,16.308,1722,10,1,1.25,1,1.42857142857143,3.33333333333333,2.2,2
"RUS",64,2,1,3,848,0.57,3,16.308,1723,9,1,3.25,2,2.25,2.66666666666667,2.8,2.2
"RUS",64,2,1,3,848,0.57,3,16.308,1724,10,2,2.75,1,1,1.5,1.8,1.8
"RUS",64,2,1,3,848,0.57,3,16.308,1725,10,2,4,2.75,1,2.16666666666667,3,2.4
"RUS",64,2,1,3,848,0.57,3,16.308,1726,9,2,2.25,2,2,2.5,2.4,2.4
